,Kingdom,Phylum,Class,Order,Family
OTU777,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__Acidobacteria_bacterium_IGE-011,f__
OTU778,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae
OTU779,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU78,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__KF-JG30-B3
OTU780,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae
OTU781,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__
OTU7813,k__Bacteria,p__Epsilonbacteraeota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae
OTU782,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU783,k__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Deinococcales,f__Deinococcaceae
OTU784,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae
OTU785,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
OTU7852,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae
OTU786,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
OTU787,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__SC-I-84
OTU788,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__
OTU789,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__
OTU7892,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__Acidobacteria_bacterium_IGE-010,f__
OTU79,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU790,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae
OTU791,k__Bacteria,p__Acidobacteria,c__Thermoanaerobaculia,o__Thermoanaerobaculales,f__Thermoanaerobaculaceae
OTU792,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Tistrellales,f__Geminicoccaceae
OTU793,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae
OTU794,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Amb-16S-1323
OTU795,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
OTU796,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__NB1-j,f__
OTU797,k__Bacteria,p__,c__,o__,f__
OTU798,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU7987,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__
OTU799,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae
OTU7995,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
OTU8,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae
OTU80,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae
OTU800,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3
OTU801,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae
OTU802,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae
OTU803,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__
OTU804,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3
OTU805,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
OTU806,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Microtrichales,f__
OTU807,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae
OTU8070,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__
OTU808,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU809,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
OTU8099,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae
OTU81,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae
OTU810,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae
OTU811,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
OTU812,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Sandaracinaceae
OTU813,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae
OTU814,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU815,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU816,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae
OTU817,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45
OTU8177,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU818,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae
OTU819,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae
OTU82,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__,f__
OTU820,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU821,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Microtrichales,f__
OTU823,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU824,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae
OTU825,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU826,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU827,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU8276,k__Bacteria,p__Acidobacteria,c__Holophagae,o__Subgroup_7,f__
OTU828,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae
OTU829,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micropepsales,f__Micropepsaceae
OTU83,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae
OTU830,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae
OTU831,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__,f__
OTU832,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae
OTU833,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__
OTU8330,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae
OTU834,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptosporangiales,f__Streptosporangiaceae
OTU835,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__,f__
OTU836,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU837,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae
OTU838,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae
OTU839,k__Bacteria,p__Gemmatimonadetes,c__S0134_terrestrial_group,o__,f__
OTU84,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae
OTU840,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU841,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__
OTU8414,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae
OTU842,k__Bacteria,p__Acidobacteria,c__Holophagae,o__Subgroup_7,f__
OTU8426,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,f__
OTU843,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3
OTU8433,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3
OTU844,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__PLTA13,f__
OTU845,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae
OTU846,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU847,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU8476,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae
OTU848,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__BIrii41
OTU849,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae
OTU85,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae
OTU850,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU851,k__Bacteria,p__Gemmatimonadetes,c__S0134_terrestrial_group,o__,f__
OTU852,k__Bacteria,p__Gemmatimonadetes,c__S0134_terrestrial_group,o__,f__
OTU854,k__Bacteria,p__Gemmatimonadetes,c__Longimicrobia,o__Longimicrobiales,f__Longimicrobiaceae
OTU855,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae
OTU856,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae
OTU8564,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Tistrellales,f__Geminicoccaceae
OTU857,k__Bacteria,p__Planctomycetes,c__OM190,o__,f__
OTU858,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae
OTU859,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae
OTU86,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Tistrellales,f__Geminicoccaceae
OTU860,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae
OTU861,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Blastocatellales,f__Blastocatellaceae
OTU862,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Tistrellales,f__Geminicoccaceae
OTU864,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Nitrosococcales,f__Nitrosococcaceae
OTU865,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__
OTU8651,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae
OTU866,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Kineosporiales,f__Kineosporiaceae
OTU867,k__Bacteria,p__Acidobacteria,c__Subgroup_17,o__,f__
OTU868,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae
OTU869,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae
OTU87,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU870,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
OTU871,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__
OTU872,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU873,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae
OTU874,k__Bacteria,p__Chloroflexi,c__Dehalococcoidia,o__S085,f__
OTU875,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae
OTU8757,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU876,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU877,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae
OTU878,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU879,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae
OTU88,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
OTU8808,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
OTU881,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae
OTU882,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae
OTU8829,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU883,k__Bacteria,p__Gemmatimonadetes,c__BD2-11_terrestrial_group,o__,f__
OTU884,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__
OTU885,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__
OTU8856,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae
OTU886,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
OTU887,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae
OTU8875,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU888,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae
OTU889,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae
OTU89,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU8908,k__Bacteria,p__Latescibacteria,c__,o__,f__
OTU891,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU892,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae
OTU893,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Sandaracinaceae
OTU894,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae
OTU895,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Sandaracinaceae
OTU8954,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU896,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__
OTU8960,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae
OTU898,k__Bacteria,p__Planctomycetes,c__OM190,o__,f__
OTU8982,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae
OTU899,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
OTU9,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU90,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
OTU900,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae
OTU9003,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU901,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU902,k__Bacteria,p__Latescibacteria,c__,o__,f__
OTU903,k__Bacteria,p__Rokubacteria,c__NC10,o__Rokubacteriales,f__bacterium_WX65
OTU9034,k__Bacteria,p__Acidobacteria,c__Subgroup_17,o__,f__
OTU904,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45
OTU905,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__
OTU906,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Tistrellales,f__Geminicoccaceae
OTU907,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU9074,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__
OTU908,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__,f__
OTU909,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__PLTA13,f__
OTU91,k__Bacteria,p__Chloroflexi,c__Gitt-GS-136,o__,f__
OTU910,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__,f__
OTU911,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU912,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae
OTU913,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae
OTU9134,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__
OTU914,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU915,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
OTU916,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
OTU917,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae
OTU9173,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae
OTU918,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae
OTU919,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Blastocatellales,f__Blastocatellaceae
OTU92,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
OTU920,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae
OTU921,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae
OTU922,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae
OTU923,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae
OTU924,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__BIrii41
OTU925,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
OTU926,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__,f__
OTU928,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU929,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae
OTU93,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__CCD24,f__
OTU930,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae
OTU931,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae
OTU933,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
OTU934,k__Bacteria,p__Acidobacteria,c__Subgroup_25,o__,f__
OTU9346,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU935,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__AKYG1722
OTU936,k__Bacteria,p__Actinobacteria,c__MB-A2-108,o__,f__
OTU937,k__Bacteria,p__Rokubacteria,c__NC10,o__Rokubacteriales,f__
OTU938,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae
OTU939,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU94,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae
OTU941,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU942,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Sandaracinaceae
OTU943,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Tistrellales,f__Geminicoccaceae
OTU944,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU945,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae
OTU9455,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU946,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU947,k__Bacteria,p__Chloroflexi,c__OLB14,o__,f__
OTU9479,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharimonadaceae
OTU948,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
OTU949,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae
OTU95,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
OTU950,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Actinomarinales,f__
OTU9509,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
OTU951,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae
OTU952,k__Bacteria,p__Planctomycetes,c__Pla4_lineage,o__,f__
OTU953,k__Bacteria,p__Actinobacteria,c__MB-A2-108,o__,f__
OTU954,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae
OTU955,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae
OTU9554,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
OTU956,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae
OTU957,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU958,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
OTU959,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__DS-100,f__
OTU96,k__Bacteria,p__Acidobacteria,c__Subgroup_17,o__,f__
OTU960,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU961,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU963,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodovibrionales,f__Fodinicurvataceae
OTU964,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU9640,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae
OTU965,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae
OTU967,k__Bacteria,p__Gemmatimonadetes,c__Longimicrobia,o__Longimicrobiales,f__Longimicrobiaceae
OTU968,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae
OTU969,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharimonadaceae
OTU97,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae
OTU970,k__Bacteria,p__Chloroflexi,c__KD4-96,o__,f__
OTU971,k__Bacteria,p__Planctomycetes,c__Planctomycetacia,o__Isosphaerales,f__Isosphaeraceae
OTU972,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae
OTU973,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae
OTU974,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__,f__
OTU975,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__,f__
OTU9756,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Elsterales,f__
OTU976,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Methylophilaceae
OTU977,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae
OTU978,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae
OTU979,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
OTU98,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU980,k__Bacteria,p__Bacteroidetes,c__Ignavibacteria,o__OPB56,f__
OTU9807,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
OTU981,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__DS-100,f__
OTU9813,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU983,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__
OTU984,k__Bacteria,p__Fibrobacteres,c__Fibrobacteria,o__Fibrobacterales,f__Fibrobacteraceae
OTU985,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__BIrii41
OTU986,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__
OTU987,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU989,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
OTU99,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae
OTU991,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae
